Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_T001_001,SE_T002_001,SE_T002_002,SE_T002_003,SE_T003_001,SE_T003_002,SE_T003_003,SE_T057_001,SE_T083_001
1027,05000US01027,"Clay County, Alabama","Clay County, Alabama",al,50,0,ACSSF,26,,,,,1,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13617,13617,22.54615,603.9612106,606.0016,603.9612,2.040406,35286,18957
1029,05000US01029,"Cleburne County, Alabama","Cleburne County, Alabama",al,50,0,ACSSF,27,,,,,1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14990,14990,26.76307,560.1002012,561.0136,560.1002,0.9133946,37008,19736
1031,05000US01031,"Coffee County, Alabama","Coffee County, Alabama",al,50,0,ACSSF,28,,,,,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50726,50726,74.71003,678.9717821,680.4949,678.9718,1.523069,45558,24204
1033,05000US01033,"Colbert County, Alabama","Colbert County, Alabama",al,50,0,ACSSF,29,,,,,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54491,54491,91.94939,592.6194685,622.1296,592.6194,29.51011,39914,21763
1035,05000US01035,"Conecuh County, Alabama","Conecuh County, Alabama",al,50,0,ACSSF,30,,,,,1,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12985,12985,15.27366,850.1563158,852.7219,850.1563,2.565626,24433,15441
1037,05000US01037,"Coosa County, Alabama","Coosa County, Alabama",al,50,0,ACSSF,31,,,,,1,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11247,11247,17.27846,650.9262097,666.3497,650.9262,15.42349,32340,17749
1039,05000US01039,"Covington County, Alabama","Covington County, Alabama",al,50,0,ACSSF,32,,,,,1,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37881,37881,36.76138,1030.45637,1043.787,1030.456,13.33068,36256,20941
1041,05000US01041,"Crenshaw County, Alabama","Crenshaw County, Alabama",al,50,0,ACSSF,33,,,,,1,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13938,13938,22.89272,608.8399112,610.9158,608.8399,2.075837,37349,20366
1043,05000US01043,"Cullman County, Alabama","Cullman County, Alabama",al,50,0,ACSSF,34,,,,,1,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80668,80668,109.7762,734.8405815,755.0209,734.8406,20.18037,39415,21105
1045,05000US01045,"Dale County, Alabama","Dale County, Alabama",al,50,0,ACSSF,35,,,,,1,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50013,50013,89.12594,561.1497567,562.7005,561.1498,1.550763,44473,22368
1047,05000US01047,"Dallas County, Alabama","Dallas County, Alabama",al,50,0,ACSSF,36,,,,,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42743,42743,43.67348,978.6946102,993.8046,978.6946,15.11004,26494,17614
1049,05000US01049,"DeKalb County, Alabama","DeKalb County, Alabama",al,50,0,ACSSF,37,,,,,1,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71074,71074,91.46134,777.0933302,778.6855,777.0933,1.592126,37977,18416
1051,05000US01051,"Elmore County, Alabama","Elmore County, Alabama",al,50,0,ACSSF,38,,,,,1,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80321,80321,129.8674,618.4845829,657.0417,618.4846,38.55714,54159,24185
1053,05000US01053,"Escambia County, Alabama","Escambia County, Alabama",al,50,0,ACSSF,39,,,,,1,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38042,38042,40.25266,945.0803695,953.1396,945.0804,8.059191,31422,16673
1055,05000US01055,"Etowah County, Alabama","Etowah County, Alabama",al,50,0,ACSSF,40,,,,,1,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104126,104126,194.6315,534.990488,548.6288,534.9905,13.63828,38467,20445
1057,05000US01057,"Fayette County, Alabama","Fayette County, Alabama",al,50,0,ACSSF,41,,,,,1,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17019,17019,27.115,627.6599027,629.356,627.6599,1.696078,33144,19040
1059,05000US01059,"Franklin County, Alabama","Franklin County, Alabama",al,50,0,ACSSF,42,,,,,1,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31663,31663,49.95578,633.820586,646.5225,633.8206,12.70195,35450,18559
1061,05000US01061,"Geneva County, Alabama","Geneva County, Alabama",al,50,0,ACSSF,43,,,,,1,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26816,26816,46.68457,574.4082459,578.9509,574.4083,4.542605,36268,20027
1063,05000US01063,"Greene County, Alabama","Greene County, Alabama",al,50,0,ACSSF,44,,,,,1,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8798,8798,13.59583,647.1099634,659.9406,647.11,12.83064,22170,13956
1065,05000US01065,"Hale County, Alabama","Hale County, Alabama",al,50,0,ACSSF,45,,,,,1,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15393,15393,23.9043,643.9427148,656.501,643.9427,12.55835,30839,18774
1067,05000US01067,"Henry County, Alabama","Henry County, Alabama",al,50,0,ACSSF,46,,,,,1,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17270,17270,30.7432,561.7501734,568.3088,561.7502,6.558636,42926,22682
1069,05000US01069,"Houston County, Alabama","Houston County, Alabama",al,50,0,ACSSF,47,,,,,1,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103079,103079,177.7763,579.824203,581.6543,579.8242,1.830118,41077,23492
1071,05000US01071,"Jackson County, Alabama","Jackson County, Alabama",al,50,0,ACSSF,48,,,,,1,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53012,53012,49.18228,1077.867888,1126.771,1077.868,48.90262,36874,20055
1073,05000US01073,"Jefferson County, Alabama","Jefferson County, Alabama",al,50,0,ACSSF,49,,,,,1,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658834,658834,592.8625,1111.276241,1123.815,1111.276,12.53847,45239,26896
1075,05000US01075,"Lamar County, Alabama","Lamar County, Alabama",al,50,0,ACSSF,50,,,,,1,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14268,14268,23.58946,604.8462927,605.4643,604.8463,0.6180257,36021,19094
1077,05000US01077,"Lauderdale County, Alabama","Lauderdale County, Alabama",al,50,0,ACSSF,51,,,,,1,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92780,92780,138.9552,667.6972527,720.99,667.6973,53.29271,42703,23975
1079,05000US01079,"Lawrence County, Alabama","Lawrence County, Alabama",al,50,0,ACSSF,52,,,,,1,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33835,33835,48.98813,690.6775599,717.1983,690.6776,26.52077,40356,21093
1081,05000US01081,"Lee County, Alabama","Lee County, Alabama",al,50,0,ACSSF,53,,,,,1,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147790,147790,243.2613,607.5359361,615.8489,607.5359,8.31292,43641,24126
1083,05000US01083,"Limestone County, Alabama","Limestone County, Alabama",al,50,0,ACSSF,54,,,,,1,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87167,87167,155.6731,559.9363209,607.1882,559.9363,47.25191,49461,25658
1085,05000US01085,"Lowndes County, Alabama","Lowndes County, Alabama",al,50,0,ACSSF,55,,,,,1,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10918,10918,15.25051,715.9105293,725.0703,715.9105,9.159704,25678,18046
1087,05000US01087,"Macon County, Alabama","Macon County, Alabama",al,50,0,ACSSF,56,,,,,1,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20505,20505,33.6763,608.8850821,613.2072,608.8851,4.322129,30254,17113
1089,05000US01089,"Madison County, Alabama","Madison County, Alabama",al,50,0,ACSSF,57,,,,,1,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343229,343229,428.1836,801.5930885,812.7018,801.5931,11.10868,58203,32307
1091,05000US01091,"Marengo County, Alabama","Marengo County, Alabama",al,50,0,ACSSF,58,,,,,1,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20489,20489,20.97388,976.8819439,982.6714,976.882,5.789427,33714,22529
1093,05000US01093,"Marion County, Alabama","Marion County, Alabama",al,50,0,ACSSF,59,,,,,1,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30527,30527,41.12534,742.2917975,743.571,742.2918,1.279212,33819,20125
1095,05000US01095,"Marshall County, Alabama","Marshall County, Alabama",al,50,0,ACSSF,60,,,,,1,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94121,94121,166.3381,565.8415468,623.179,565.8416,57.33747,39473,20975
1097,05000US01097,"Mobile County, Alabama","Mobile County, Alabama",al,50,0,ACSSF,61,,,,,1,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414045,414045,336.7766,1229.435417,1644.013,1229.435,414.5774,43844,23009
1099,05000US01099,"Monroe County, Alabama","Monroe County, Alabama",al,50,0,ACSSF,62,,,,,1,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22509,22509,21.94555,1025.674782,1034.417,1025.675,8.742586,30569,16273
1101,05000US01101,"Montgomery County, Alabama","Montgomery County, Alabama",al,50,0,ACSSF,63,,,,,1,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228850,228850,291.8085,784.2471795,799.9118,784.2472,15.66465,44830,25089
1103,05000US01103,"Morgan County, Alabama","Morgan County, Alabama",al,50,0,ACSSF,64,,,,,1,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119744,119744,206.6914,579.3371583,599.0534,579.3372,19.71625,45341,24222
1105,05000US01105,"Perry County, Alabama","Perry County, Alabama",al,50,0,ACSSF,65,,,,,1,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10203,10203,14.17745,719.6637143,723.8794,719.6637,4.215663,25528,12988
1107,05000US01107,"Pickens County, Alabama","Pickens County, Alabama",al,50,0,ACSSF,66,,,,,1,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19629,19629,22.27004,881.4083278,890.1258,881.4083,8.71748,29839,17310
1109,05000US01109,"Pike County, Alabama","Pike County, Alabama",al,50,0,ACSSF,67,,,,,1,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33216,33216,49.42165,672.0940977,673.0064,672.0941,0.9122846,32798,19424
1111,05000US01111,"Randolph County, Alabama","Randolph County, Alabama",al,50,0,ACSSF,68,,,,,1,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22724,22724,39.14222,580.5496551,584.1347,580.5497,3.58507,36498,19324
1113,05000US01113,"Russell County, Alabama","Russell County, Alabama",al,50,0,ACSSF,69,,,,,1,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56980,56980,88.87289,641.140342,647.1918,641.1403,6.051511,36066,19652
1115,05000US01115,"St. Clair County, Alabama","St. Clair County, Alabama",al,50,0,ACSSF,70,,,,,1,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85242,85242,134.8974,631.9023069,653.6399,631.9023,21.73758,51317,23863
1117,05000US01117,"Shelby County, Alabama","Shelby County, Alabama",al,50,0,ACSSF,71,,,,,1,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201168,201168,256.2877,784.9303765,809.5253,784.9304,24.59494,69723,33135
1119,05000US01119,"Sumter County, Alabama","Sumter County, Alabama",al,50,0,ACSSF,72,,,,,1,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13433,13433,14.86136,903.8874064,913.3223,903.8874,9.434929,22865,14042
1121,05000US01121,"Talladega County, Alabama","Talladega County, Alabama",al,50,0,ACSSF,73,,,,,1,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81673,81673,110.852,736.7754167,760.3061,736.7754,23.53067,35896,19134
1123,05000US01123,"Tallapoosa County, Alabama","Tallapoosa County, Alabama",al,50,0,ACSSF,74,,,,,1,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41295,41295,57.63267,716.5207314,766.2541,716.5208,49.73336,38644,21034
1125,05000US01125,"Tuscaloosa County, Alabama","Tuscaloosa County, Alabama",al,50,0,ACSSF,75,,,,,1,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198670,198670,150.3078,1321.754782,1351.251,1321.755,29.4965,46448,23124
1127,05000US01127,"Walker County, Alabama","Walker County, Alabama",al,50,0,ACSSF,76,,,,,1,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66211,66211,83.68513,791.1918789,805.1934,791.1919,14.00152,36712,20580
1129,05000US01129,"Washington County, Alabama","Washington County, Alabama",al,50,0,ACSSF,77,,,,,1,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17137,17137,15.86456,1080.206691,1088.566,1080.207,8.359443,44731,20737
1131,05000US01131,"Wilcox County, Alabama","Wilcox County, Alabama",al,50,0,ACSSF,78,,,,,1,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11367,11367,12.7935,888.4983745,907.4116,888.4984,18.91327,23406,13881
1133,05000US01133,"Winston County, Alabama","Winston County, Alabama",al,50,0,ACSSF,79,,,,,1,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24256,24256,39.57069,612.9788771,631.8681,612.9789,18.88921,34064,19078
2013,05000US02013,"Aleutians East Borough, Alaska","Aleutians East Borough, Alaska",ak,50,0,ACSSF,13,,,,,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3296,3296,0.4720749,6981.942687,15009.86,6981.943,8027.917,59886,27122
2016,05000US02016,"Aleutians West Census Area, Alaska","Aleutians West Census Area, Alaska",ak,50,0,ACSSF,14,,,,,2,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5650,5650,1.286935,4390.276032,14116.44,4390.276,9726.162,82284,32700
2020,05000US02020,"Anchorage Municipality, Alaska","Anchorage Municipality, Alaska",ak,50,0,ACSSF,15,,,,,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298178,298178,174.917,1704.683234,1961.001,1704.683,256.3182,78121,36508
2050,05000US02050,"Bethel Census Area, Alaska","Bethel Census Area, Alaska",ak,50,0,ACSSF,16,,,,,2,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17576,17576,0.4332265,40570.00522,45504.21,40570,4934.202,51930,18875
2060,05000US02060,"Bristol Bay Borough, Alaska","Bristol Bay Borough, Alaska",ak,50,0,ACSSF,17,,,,,2,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,995,995,1.974822,503.8429522,887.5629,503.843,383.72,82500,37012
2068,05000US02068,"Denali Borough, Alaska","Denali Borough, Alaska",ak,50,0,ACSSF,18,,,,,2,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2048,2048,0.1606097,12751.41078,12776.92,12751.41,25.5093,79167,36828
2070,05000US02070,"Dillingham Census Area, Alaska","Dillingham Census Area, Alaska",ak,50,0,ACSSF,19,,,,,2,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4956,4956,0.2668996,18568.77857,20915.21,18568.78,2346.429,54846,21774
2090,05000US02090,"Fairbanks North Star Borough, Alaska","Fairbanks North Star Borough, Alaska",ak,50,0,ACSSF,20,,,,,2,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99319,99319,13.5345,7338.209357,7443.688,7338.209,105.4785,70408,32906
2100,05000US02100,"Haines Borough, Alaska","Haines Borough, Alaska",ak,50,0,ACSSF,21,,,,,2,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2557,2557,1.102821,2318.600173,2725.504,2318.6,406.9034,57551,32312
2105,05000US02105,"Hoonah-Angoon Census Area, Alaska","Hoonah-Angoon Census Area, Alaska",ak,50,0,ACSSF,22,,,,,2,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2126,2126,0.2825281,7524.915075,10914.15,7524.915,3389.238,50268,30811
2110,05000US02110,"Juneau City and Borough, Alaska","Juneau City and Borough, Alaska",ak,50,0,ACSSF,23,,,,,2,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32200,32200,11.9174,2701.931011,3253.893,2701.931,551.9621,84750,38057
2122,05000US02122,"Kenai Peninsula Borough, Alaska","Kenai Peninsula Borough, Alaska",ak,50,0,ACSSF,24,,,,,2,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56687,56687,3.526335,16075.33097,24752.32,16075.33,8676.986,63099,31611
2130,05000US02130,"Ketchikan Gateway Borough, Alaska","Ketchikan Gateway Borough, Alaska",ak,50,0,ACSSF,25,,,,,2,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13676,13676,2.814911,4858.413441,6653.563,4858.414,1795.149,61712,31494
2150,05000US02150,"Kodiak Island Borough, Alaska","Kodiak Island Borough, Alaska",ak,50,0,ACSSF,26,,,,,2,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13924,13924,2.125938,6549.579417,12021.83,6549.58,5472.25,70529,29993
2164,05000US02164,"Lake and Peninsula Borough, Alaska","Lake and Peninsula Borough, Alaska",ak,50,0,ACSSF,27,,,,,2,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1490,1490,0.06299676,23652.00928,32922.5,23652.01,9270.489,47143,21581
2170,05000US02170,"Matanuska-Susitna Borough, Alaska","Matanuska-Susitna Borough, Alaska",ak,50,0,ACSSF,28,,,,,2,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93843,93843,3.813532,24607.89834,25257.61,24607.9,649.7086,72134,30013
2180,05000US02180,"Nome Census Area, Alaska","Nome Census Area, Alaska",ak,50,0,ACSSF,29,,,,,2,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9792,9792,0.4264481,22961.7605,28277.62,22961.76,5315.859,47579,19651
2185,05000US02185,"North Slope Borough, Alaska","North Slope Borough, Alaska",ak,50,0,ACSSF,30,,,,,2,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9618,9618,0.1084385,88695.41002,94796.28,88695.41,6100.87,74609,50267
2188,05000US02188,"Northwest Arctic Borough, Alaska","Northwest Arctic Borough, Alaska",ak,50,0,ACSSF,31,,,,,2,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7672,7672,0.2156717,35572.58373,40748.93,35572.58,5176.352,63971,21543
2195,05000US02195,"Petersburg Borough, Alaska","Petersburg Borough, Alaska",ak,50,0,ACSSF,32,,,,,2,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3212,3212,0.9786769,3281.982057,5684.066,3281.982,2402.084,61492,36307
2198,05000US02198,"Prince of Wales-Hyder Census Area, Alaska","Prince of Wales-Hyder Census Area, Alaska",ak,50,0,ACSSF,33,,,,,2,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6356,6356,1.620241,3922.872823,7683.284,3922.873,3760.411,46387,24737
2220,05000US02220,"Sitka City and Borough, Alaska","Sitka City and Borough, Alaska",ak,50,0,ACSSF,34,,,,,2,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8957,8957,3.120537,2870.339069,4811.431,2870.339,1941.092,69635,33920
2230,05000US02230,"Skagway Municipality, Alaska","Skagway Municipality, Alaska",ak,50,0,ACSSF,35,,,,,2,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,996,996,2.201958,452.3247891,464.0358,452.3248,11.71099,72868,40986
2240,05000US02240,"Southeast Fairbanks Census Area, Alaska","Southeast Fairbanks Census Area, Alaska",ak,50,0,ACSSF,36,,,,,2,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7044,7044,0.2843899,24768.80863,25059.46,24768.81,290.6559,65481,30402
2261,05000US02261,"Valdez-Cordova Census Area, Alaska","Valdez-Cordova Census Area, Alaska",ak,50,0,ACSSF,37,,,,,2,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9685,9685,0.2828573,34239.87833,40340.17,34239.88,6100.295,81736,32610
2270,05000US02270,"Wade Hampton Census Area, Alaska","Wade Hampton Census Area, Alaska",ak,50,0,ACSSF,38,,,,,2,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7778,7778,0.4553482,17081.43342,19672.95,17081.43,2591.518,40943,11257
2275,05000US02275,"Wrangell City and Borough, Alaska","Wrangell City and Borough, Alaska",ak,50,0,ACSSF,39,,,,,2,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2383,2383,0.9376414,2541.483306,3462.058,2541.483,920.5742,48324,30671
